Card Title,Property Type,Location,Price_numeric,Area_sqft,Bedrooms,Bathrooms,Parking Spaces,Floors,Year,Furnished,Servant Quarters,Dining Room,Kitchens,Study Room,Prayer Room,Gym,Store Rooms,Lounge or Sitting Room,Laundry Room,Community Lawn or Garden,Community Gym,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Security Staff,Kids Play Area,Community Swimming Pool,Mosque
10 MARLA ESTHETICALLY HOUSE FOR SALE IN DHA PHASE 8 EX AIR AVENUE,House,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",44000000.0,2722.5,4.0,5.0,2.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
One Kanal Brand New Luxury Ultra-Modern Design Most Beautiful Bungalow 2 Servant Quarter In Basement For Sale At Prime Location Of DHA Lahore Near To Park Masjid & DHA Raya Fairways Commercial.,House,"DHA Phase 7 - Block T, DHA Phase 7",90000000.0,5445.0,5.0,6.0,4.0,,2025.0,No,2,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3 Marla Triple Storey Spanish House Urgent For Sale In Canal Garden Lahore,House,"Canal Garden, Lahore",15000000.0,816.75,4.0,4.0,1.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 Marla House For Sale In Sector C Bahria Town Lahore,House,"Bahria Town - Sector C, Bahria Town",20000000.0,1361.25,3.0,4.0,3.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla House Available For Sale In Bahria Town Lahore,House,"Bahria Town - Sector E, Bahria Town",31000000.0,2722.5,5.0,6.0,,2.0,2025.0,No,Yes,Yes,2,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla Designer House For Sale In The Heart Of Bahria Town Sector C,House,"Bahria Town - Sector C, Bahria Town",30000000.0,2722.5,5.0,6.0,3.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Super Hot Deal Newly Renovate 12-Marla 4-Bedroom Flat For Sale In Askari-11 Lahore,Flat,"Askari 11, Askari",32500000.0,3267.0,4.0,5.0,,,2025.0,No,1,Yes,1,No,No,No,1,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes
"Luxurious 1 Kanal 5 Bedrooms Villa In Tipu Sultan Block, Bahria Town Lahore (Non-Furnished)",House,"Bahria Town - Tipu Sultan Block, Bahria Town - Sector F",86000000.0,5445.0,5.0,6.0,,,2025.0,No,1,Yes,2,No,No,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No
2 Bedroom Luxury Apartment For Sale In Gulberg Lahore,Flat,"Gulberg, Lahore",27500000.0,1225.125,2.0,2.0,,,2025.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2 Bed Apartment for Sale in Gulberg Lahore,Flat,"Gulberg, Lahore",51800000.0,1851.3,6.0,7.0,3.0,,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
KANAL BUNGALOW KANAL LAWN WITH 10 KVA SOLAR INSTALLED FOR SALE NEAR TO McDonalds.,House,"DHA Phase 7 - Block Y, DHA Phase 7",115000000.0,10890.0,5.0,6.0,,2.0,2025.0,No,2,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2 Kanal like Brand New A Plus Construction SPANISH Design Bungalow For Sale In DHA Phase 7 Lahore,House,"DHA Phase 7 - Block R, DHA Phase 7",180000000.0,10890.0,5.0,7.0,4.0,2.0,2025.0,No,2,Yes,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Semi Furnished With All Luxury Amenities Brand New 1 Kanal Bungalow Is Available In The Best Block Of DHA Lahore.,House,"DHA Phase 7 - Block U, DHA Phase 7",105000000.0,5445.0,5.0,6.0,,2.0,2025.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"5 Marla Double Storey House for Sale in Gajjumata Lahore Modern Design, Prime Location",House,"Gajju Matah, Lahore",15000000.0,1361.25,4.0,4.0,1.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Kanal Fully Furnished Luxry House For SALE Phase 7 Near Park,House,"DHA Phase 7 - Block S, DHA Phase 7",99000000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,Yes,1,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Ultra Luxury 1 Kanal Designer Banglow For Sale Near Carrefour And Mcdonalds,House,"DHA Phase 7 - Block U, DHA Phase 7",75000000.0,5445.0,5.0,6.0,4.0,,2025.0,No,2,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Kanal Brand New House,House,"OPF Housing Scheme - Block D, OPF Housing Scheme",100000000.0,5445.0,6.0,7.0,4.0,,2025.0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
BARAN NEW 2 KANAL HOUSE WITH FULL BASEMENT IEP TOWN LAHORE,House,"IEP Engineers Town - Sector A, IEP Engineers Town",117500000.0,10890.0,12.0,13.0,6.0,3.0,2025.0,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 MARLA ESTHETICALLY WELL DESIGN HOUSE FOR SALE IN DHA PHASE 7,House,"DHA Phase 7, DHA Defence",38000000.0,2722.5,4.0,5.0,2.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
24 MARLA HOUSE FOR SALE IN CANTT NEAR SHERPAO BRIDGE,House,"Cantt, Lahore",100000000.0,6534.0,7.0,8.0,4.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Kanal Solid House For Sale In DHA Phase-6 Block-E Ultra Moldern Banglow Very Resonable Price,House,"DHA Phase 6 - Block E, DHA Phase 6",77500000.0,5445.0,5.0,6.0,,,2025.0,Yes,No,Yes,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
40 MARLA FULLY FURNISHED & HOME THREATRE WITH SWIMMING POOL TOP OF LINE MODERN LUXURIOUS BUNGALOW AVAILABLE FOR SALE AT PRIME LOCATION,House,"DHA Phase 6, DHA Defence",285000000.0,10890.0,6.0,7.0,6.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Prime Location 10 Marla House Is Available For Sale,House,"Etihad Town Phase 1 - Block C, Etihad Town Phase 1",65000000.0,2722.5,6.0,6.0,1.0,,2025.0,No,No,Yes,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 KANAL BRAND NEW EYE CATCHING ULTRA MODERN BUNGALOW FOR SALE CLOSE TO DHA OFFICE AND PHASE 5,House,"DHA Phase 6 - Block B, DHA Phase 6",75500000.0,5445.0,5.0,6.0,4.0,,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
New Brand House For Sale,House,"Etihad Town Phase 1, Etihad Town",30000000.0,1361.25,4.0,4.0,,2.0,2025.0,No,No,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"Change Your Address To PASSCO Housing Society, PASSCO Housing Society For A Reasonable Price Of Rs. 26500000",House,"PASSCO Housing Society, Lahore",26500000.0,1361.25,6.0,7.0,2.0,,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 Marla Beautiful for sale in lake City meadows on top location (ex state life),House,"Lake City Meadows Phase 1, Lake City Meadows",23000000.0,1361.25,3.0,4.0,1.0,2.0,2025.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla New Luxury Reasonable House For Price,House,"Bankers Avenue Cooperative Housing Society, Lahore",31000000.0,2722.5,4.0,5.0,2.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9 Marla Beautiful House For Sale Banker Avenue Cooperative Society Lahore,House,"Bankers Avenue Cooperative Housing Society, Lahore",31500000.0,2450.25,4.0,5.0,2.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Near Park And Mosque 5 Marla With Beautiful Lavish House For Sale In Dha 9 town,House,"DHA 9 Town, DHA Defence",20900000.0,1361.25,3.0,5.0,1.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"Proper 2 Unit Victorian Bungalow For Sale, Near CarreFour Mall And Park",House,"DHA Phase 7, DHA Defence",67500000.0,5445.0,6.0,6.0,4.0,2.0,2025.0,No,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
House Of 3.5 Marla In Cavalry Extension For Sale,House,"Cavalry Extension, Lahore",11000000.0,952.875,3.0,4.0,25.0,,2025.0,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Ready To Buy A House 6 Marla In Divine Gardens,House,"Divine Gardens, Lahore",30000000.0,1633.5,3.0,4.0,1.0,3.0,2025.0,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Aesthetic House Of 1 Kanal For sale Is Available,House,"DHA Phase 8 - Block U, DHA Phase 8",145000000.0,5445.0,6.0,6.0,2.0,,2025.0,No,1,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
100 Percent Original Add 10 Marla Ultra Modern Bungalow For Sale At 70 Feet Road Near McDonalds,House,"DHA Phase 7 - Block T, DHA Phase 7",44500000.0,2722.5,4.0,5.0,2.0,,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
100 Percent Original Add With Original Pictures Brand New 10-Marla Modern Marvel Elegant Bungalow For Sale 70 Ft Road Near Mc Donalds,House,"DHA Phase 7 - Block Y, DHA Phase 7",62500000.0,2722.5,4.0,5.0,2.0,,2025.0,Yes,1,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Brand New 10 Marla Elegant And Fully Maintained Super Hot Located Bungalow Is Available In The Best Block Of DHA Lahore.,House,"DHA Phase 5 - Block K, DHA Phase 5",79000000.0,2722.5,,,,2.0,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
20 Marla Top Quality Build Luxurious Beautiful Spanish Design Villa Full Furnished With Basement 15 Kv Solar Installed For Sale In DHA Lahore Phase 6 Prime Location,House,"DHA Phase 6, DHA Defence",74500000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 Marla Slightly Used Luxurious House For Sale In DHA 9 Town,House,"DHA 9 Town, DHA Defence",25000000.0,1361.25,3.0,4.0,1.0,2.0,2025.0,No,No,Yes,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Apartment For Sale,Flat,"Johar Town Phase 2 - Block H3, Johar Town Phase 2",4850000.0,707.85,1.0,1.0,,,2025.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 MARLA MODERN HOUSE FOR SALE,House,"DHA 9 Town, DHA Defence",24000000.0,1361.25,3.0,4.0,1.0,2.0,2025.0,No,No,Yes,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Master Peace Of Art Design Brand New Bungalow For Sale,House,"DHA Phase 7, DHA Defence",69500000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,No,2,Yes,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2 Kanal Fully Furnished Classical Faisal Rasul Design Bungalow For Sale In Phase 6,House,"DHA Phase 6, DHA Defence",265000000.0,10890.0,6.0,7.0,4.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Top Of Line Brand New 1 Kanal Modern House For Sale,House,"DHA Phase 6 - Block N, DHA Phase 6",71400000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Most Beautiful One Kanal Spanish Design Luxury Bungalow Near Park For Sale At Super Hot Location In DHA Phase 7,House,"DHA Phase 7 - Block S, DHA Phase 7",85200000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
MASTER PIECE OF ART DESIGN BRAND NEW CLASSIC VILLA FOR SALE,House,"DHA Phase 6, DHA Defence",77000000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,No,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Defence 1 Kanal Brand New Faisal Rasool Design Bungalow For Sale,House,"DHA Phase 8 - Block W, DHA Phase 8",99900000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Kanal Brand New Mazhar Design Luxury Bungalow For Sale In DHA Phase 5,House,"DHA Phase 5 - Block H, DHA Phase 5",102500000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Defence 1 Kanal Brand New Ultra Modren Design Bungalow For Sale Prime Location Near to LUMS,House,"DHA Phase 5 - Block G, DHA Phase 5",99500000.0,5989.500000000001,5.0,6.0,4.0,2.0,2025.0,No,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"100 % Original Picture Defence 2 Kanal Brand New Corner Full Basement, Theatre Fully Furnished Bungalow For Sale Phase 5",House,"DHA Phase 5 - Block K, DHA Phase 5",269000000.0,10890.0,6.0,7.0,5.0,3.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Defence 1 Kanal Brand New Modren Design Bungalow For Sale,House,"DHA Phase 7, DHA Defence",77500000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Ready To sale A House 20 Marla In DHA Phase 6 Lahore,House,"DHA Phase 6, DHA Defence",115000000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
UltraModern Top Notch 1 Kanal Luxury Bungalow | A+ Construction | Swimming Pool | 20 kV Solar | 100% Original Deal | DHA Phase 6 | Prime Location | Near Dolmen Mall,House,"DHA Phase 6 - Block B, DHA Phase 6",91500000.0,5445.0,6.0,7.0,4.0,3.0,2025.0,Yes,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"""Luxurious 1 Kanal House For Sale In DHA Phase 8 Prime Location, Modern Design, And Premium Amenities""",House,"DHA Phase 8, DHA Defence",81000000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Spectacular New Build 5 Bedroom House For Sale In Dha Lahore,House,"DHA Phase 6 - Block D, DHA Phase 6",102500000.0,5445.0,5.0,6.0,4.0,,2025.0,No,2,No,2,No,No,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No
Dha 9 Town 5 Marla Best Location Near Park & Commercial House For Sale,House,"DHA 9 Town, DHA Defence",19800000.0,1361.25,3.0,4.0,,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 Marla Ultra Modern Owner Built Banglow For Sale At Cheap Price,House,"DHA Phase 6, DHA Defence",24000000.0,1361.25,3.0,4.0,5.0,3.0,2025.0,Yes,02,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla House For Sale Pak Arab Housing Society Lahore,House,"Pak Arab Housing Society Phase 1, Pak Arab Housing Society",38000000.0,2722.5,2.0,2.0,3.0,2.5,2025.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8 MARLA ULTRA MODERN DESIGN BRAND NEW HOUSE IS AVAILABLE FOR SALE,House,"DHA 11 Rahbar Phase 2, DHA 11 Rahbar",35000000.0,2178.0,4.0,5.0,2.0,2.0,2025.0,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 MARLA BEAUTIFUL BRAND NEW HOUSE IS AVAILABLE FOR SALE IN DHA PHASE 11 RAHBAR SECTOR 2,House,"DHA 11 Rahbar Phase 2, DHA 11 Rahbar",24000000.0,1361.25,3.0,4.0,1.0,2.0,2025.0,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Luxury Living & Smart Investment In Johar Town 1 Kanal Fully Furnished Home With 10 KW Solar,House,"Sunflower Housing Society, Lahore",85000000.0,5445.0,8.0,7.0,4.0,3.0,2025.0,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Kanal Top Quality Build Luxurious Beautiful Ultra Modern Design Villa Full Furnished With Basement For Sale In DHA Lahore Phase 7 Prime Location,House,"DHA Phase 7 - Block Q, DHA Phase 7",67500000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
The Ultimate 20 Marla Modern Masterpiece | Best Deal in [DHA PHASE 6] | Brand New & Ready to Move!,House,"DHA Phase 6, DHA Defence",92300000.0,5445.0,5.0,6.0,2.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Magnificent Kanal Ultra Modern Brand New Bungalow With Cinema Pool In Dha Phase 6,House,"DHA Phase 6 - Block K, DHA Phase 6",82400000.0,5445.0,6.0,7.0,4.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Brand New Spanish Design Classical Palace In Dha Phase 6 Top Location For Sale,House,"DHA Phase 6, DHA Defence",83500000.0,5445.0,5.0,6.0,,3.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 MARLA Brand New Luxury Ultra Modern Style Double Storey Stylish House Available For Sale In Airline Society Lahore,House,"Airline Housing Society, Lahore",45800000.0,2722.5,5.0,6.0,,,2025.0,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
14.5 Marla Ultra Modern Stylish Style House Double Storey Luxery Brand New House Available For Sale In DHA RAHBER PHASE II LAHORE By FAST PROPERTY SERVICES Lahore,House,"DHA 11 Rahbar, Lahore",52500000.0,3811.5,5.0,4.0,2.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
FIVE MARLA LUXURIOUS HOUSE WITH DIRECT APPROACH TO MAIN,House,"DHA 9 Town - Block A, DHA 9 Town",22500000.0,1361.25,3.0,4.0,1.0,2.0,2025.0,No,1,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla 4 Bedroom Sd House Available For Sale beautiful Location Near To Park,House,"Askari 11, Askari",48500000.0,2722.5,4.0,5.0,2.0,,2025.0,No,1,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Stunning Spanish-Style 1 Kanal Estate | Lake City Meadows | 6 Bed | 7 Bath | Ready to Move | Best Deal in Town!,House,"Lake City Meadows, Lahore",64500000.0,5445.0,6.0,7.0,2.0,2.0,2025.0,No,2,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Stylish 5 Marla Brand New Modern House for Sale in Prime DHA 9 Town Location,House,"DHA 9 Town, DHA Defence",26500000.0,1361.25,3.0,3.0,,2.0,2025.0,No,No,Yes,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Facing Park 5 Marla House Is Available For sale,House,"Bankers Avenue Cooperative Housing Society, Lahore",20000000.0,1361.25,3.0,4.0,1.0,,2025.0,No,No,Yes,2,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No
Facing Park 10 Marla House In Bankers Avenue Cooperative Housing Society Of Bankers Avenue Cooperative Housing Society Is Available For sale,House,"Bankers Avenue Cooperative Housing Society, Lahore",37500000.0,2722.5,5.0,6.0,2.0,,2025.0,No,1,Yes,2,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No
5 Marla House Near To Park Available For Sale In Dream Gardens Phase 1 Block A,House,"Dream Gardens Phase 1, Dream Gardens",21000000.0,1361.25,3.0,3.0,2.0,2.0,2025.0,No,1,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Kanal House For sale In Raiwind Road,House,"Lake City - Sector M-2, Lake City",119000000.0,5445.0,8.0,8.0,,,2025.0,No,2,Yes,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 Marla Double story House for Sale in Johar Town,House,"Johar Town Phase 2 - Block J3, Johar Town Phase 2",23000000.0,1361.25,4.0,5.0,4.0,,2025.0,No,1,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12 Marla House For Sale In Johar Town,House,"Johar Town, Lahore",62500000.0,3267.0,6.0,8.0,3.0,2.0,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
House For Sale In DHA Phase 6 Block E | Prime Location DHA PHASE 6 Near Jalal Sons | Confirm Deal.,House,"DHA Phase 6 - Block E, DHA Phase 6",87500000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,No,2,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"1-Bed Apartment On Installments Grey Structure Ready, Possession On 50 Percent Payment In 3 Months",Flat,"Zamil Heights 1, Bahria Orchard",7500000.0,735.075,1.0,1.0,8.0,,2025.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"Brand New 12 Marla House for Sale Block E2, Johar Town, Lahore",House,"Johar Town, Lahore",52500000.0,3267.0,6.0,6.0,3.0,3.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Spanish Design 5 Marla Classical House Near Park,House,"DHA 9 Town, DHA Defence",23500000.0,1361.25,3.0,4.0,2.0,2.0,2025.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"10 Marla Brand New Spanish House For Sale Formanites Housing Society, Lahore",House,"Formanites Housing Scheme, Lahore",34000000.0,2722.5,1.0,1.0,,2.0,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Kanal Brand New Spanish House for Sale in Lake City Meadows,House,"Lake City Meadows, Lahore",82000000.0,5445.0,5.0,6.0,,2.0,2025.0,Yes,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla House For Sale In Johar Town,House,"Johar Town, Lahore",44000000.0,2722.5,5.0,6.0,3.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"8 Marla 2 Storey Brand New House For Sale , Military Accounts Housing Society College Road Lahore.",House,"Military Accounts Society - Block D, Military Accounts Housing Society",26500000.0,2178.0,6.0,7.0,,3.0,2025.0,No,No,No,2,No,No,No,1,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No
10 MARLA DOUBLE STORY CORNER HOUSE FOR SALE IN PUNJAB PHASE 2 COLLEGE ROAD LAHORE,House,"PGECHS Phase 2, Punjab Govt Employees Society",38000000.0,2722.5,5.0,6.0,,,2025.0,No,1,Yes,2,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No
The Ultimate 20 Marla Modern Masterpiece | Best Deal in [DHA PHASE 6] | Brand New & Ready to Move!,House,"DHA Phase 6, DHA Defence",92300000.0,5445.0,5.0,6.0,2.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
House For Sale In DHA Phase 6 Block E | Prime Location DHA PHASE 6 Near Jalal Sons | Confirm Deal.,House,"DHA Phase 6 - Block E, DHA Phase 6",87500000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,No,2,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla VIP Double Storey Well Luxury Hot Location Brand New Modern Style Available For Sale In Nasheman Phase 1 Surrounding UCP University Lahore.,House,"Nasheman-e-Iqbal Phase 1, Nasheman-e-Iqbal",37800000.0,2722.5,3.0,3.0,1.0,2.0,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla Brand New Type SLITELY USED Luxery Ultra Modern Style Owner Built House Available For Sale In PIA Society Lahore,House,"PIA Housing Scheme, Lahore",39500000.0,2722.5,5.0,5.0,2.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3 Marla Brand New Beautiful House Is Available For Sale On Easy Instalments,House,"Jubilee Town, Lahore",14000000.0,816.75,3.0,3.0,,2.0,2025.0,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
5 Marla Brand New Luxury Double Storey 3 Kitchen Spanish Style Well Stylish House Available For Sale With 6 Beds Available,House,"Johar Town Phase 2, Johar Town",33500000.0,1361.25,6.0,7.0,1.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Newly Constructed 3-Bedrooms Flat For Sale In Askari-11 Lahore,Flat,"Askari 11, Askari",25700000.0,2722.5,3.0,3.0,,,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"1 Kanal Brand New House For Sale Facing Park Lake City Meadows, Lahore",House,"Lake City Meadows, Lahore",77000000.0,5445.0,5.0,6.0,,2.0,2025.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2 Kanal Brand New Luxury Ultra Modern Design Most Beautiful Full Basement Fully Furnished Home Theater Swimming Pool Gym Lift Roof Top Garden Bungalow For Sale At Prime Location Of Dha Lahore Near To Park Masjid & Defence Raya Fairways Commercial,House,"DHA Phase 6 - Block L, DHA Phase 6",370000000.0,10890.0,6.0,7.0,6.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
100% Original Ad-Stylish 5 Marla 3 Bed House For Sale In Prime DHA 9 Town Location,House,"DHA 9 Town, DHA Defence",27000000.0,1361.25,3.0,3.0,1.0,2.0,2025.0,No,No,Yes,1,No,No,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No
With Basement 5 Beds Brand New 11 Marla House for Sale in Ex Air Avenue DHA Phase 8 Lahore .,House,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",57500000.0,2994.75,5.0,6.0,1.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10-Marla Brand New House For Sale At Super Hot Location Near Jalal Sons Wateen Chowk,House,"DHA Phase 5, DHA Defence",47500000.0,2722.5,5.0,5.0,4.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
